Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
p51dtip,3,0.4845,0.00587,0.00171,-0.036,0.6131,0.7312,82.5383
p51dtip,2,0.374,0.00566,0.0013,-0.0356,0.6484,0.6821,66.0777
p51dtip,4,0.5708,0.00877,0.00289,-0.0339,0.1848,0.7348,65.0855
p51dtip,6,0.731,0.01392,0.00784,-0.0245,0.0086,0.742,52.5144
p51hroot,-1,0.0267,0.00592,0.00163,-0.0279,0.6999,0.7395,4.51014
p51hroot,-5,-0.3344,0.01104,0.00475,-0.0401,0.7614,0.0288,-30.2899
p51hroot,-4,-0.2429,0.01005,0.00349,-0.0372,0.7561,0.0382,-24.1692
p51hroot,0,0.1421,0.00612,0.00193,-0.0292,0.6959,0.7664,23.219
p51hroot,2,0.3614,0.00651,0.00186,-0.0305,0.5614,0.7786,55.5146
p51hroot,13,1.0274,0.03371,0.02913,0.0356,0.0138,1,30.4776
p51hroot,5,0.503,0.01209,0.00546,0.0015,0.0233,0.8085,41.6046
p51hroot,4,0.4249,0.0112,0.00442,-0.0033,0.0269,0.7972,37.9375
p51hroot,6,0.5794,0.01322,0.00669,0.006,0.0223,0.8202,43.8275
p51hroot,8,0.7187,0.01635,0.01018,0.0162,0.0206,0.8519,43.9572
p51hroot,9,0.7817,0.01835,0.01235,0.0216,0.0195,0.8741,42.5995
p51htip,-2,-0.0631,0.00739,0.00192,-0.0323,0.7753,0.2759,-8.53857
p51htip,-1,0.0303,0.0055,0.00171,-0.0301,0.7711,0.7554,5.50909
p51htip,-3,-0.1626,0.0088,0.00256,-0.0332,0.7824,0.0339,-18.4773
p51htip,-4,-0.2671,0.00972,0.00368,-0.0338,0.7895,0.0243,-27.4794
p51htip,0,0.1424,0.00563,0.00198,-0.0305,0.7653,0.8064,25.2931
p51htip,1,0.2569,0.0057,0.00203,-0.0317,0.7542,0.8204,45.0702
p51htip,2,0.3702,0.00545,0.00173,-0.0325,0.724,0.8306,67.9266
p51htip,5,0.611,0.01086,0.00474,-0.0179,0.025,0.8753,56.2615
p51htip,7,0.7531,0.0132,0.00739,-0.0046,0.0177,0.9285,57.053
p51htip,6,0.6937,0.01186,0.00587,-0.0135,0.0206,0.8969,58.4907
p51htip,9,0.9118,0.01789,0.01248,0.0019,0.0105,1,50.967
pmc19sm,-1,-0.0387,0.00896,0.00227,0.0083,0.4999,0.0216,-4.3192
pmc19sm,-2,-0.146,0.01167,0.00545,0.0072,0.5664,0.0212,-12.5107
pmc19sm,1,0.1806,0.00627,0.00098,0.0077,0.3957,0.6926,28.8038
pmc19sm,10,1.1142,0.02391,0.01935,0.0081,0.008,1,46.5997
pmc19sm,0,0.0739,0.00844,0.00149,0.008,0.4459,0.0375,8.75592
pmc19sm,11,1.1787,0.02952,0.02533,0.0099,0.0067,1,39.9289
pmc19sm,2,0.2907,0.00631,0.00121,0.0081,0.356,0.8102,46.0697
pmc19sm,3,0.4027,0.00657,0.00145,0.008,0.3255,0.8488,61.2938
pmc19sm,4,0.5145,0.00692,0.00177,0.0076,0.2882,0.8758,74.3497
pmc19sm,7,0.844,0.01132,0.0054,0.0049,0.0149,1,74.5583
prandtl-d-centerline,-1,-0.0252,0.0084,0.00185,-0.0198,0.5981,0.0741,-3
pmc19sm,8,0.9476,0.01382,0.00828,0.0049,0.0095,1,68.5673
pmc19sm,9,1.0378,0.01819,0.01318,0.006,0.0087,1,57.0533
prandtl-d-centerline,-4,-0.354,0.01105,0.00489,-0.0218,0.6537,0.0135,-32.0362
prandtl-d-centerline,-3,-0.2459,0.00997,0.00348,-0.0208,0.6309,0.0162,-24.664
prandtl-d-centerline,-5,-0.4577,0.01295,0.00707,-0.0234,0.6726,0.009,-35.3436
prandtl-d-centerline,0,0.0849,0.00765,0.00153,-0.0195,0.5858,0.192,11.098
prandtl-d-centerline,1,0.1921,0.00694,0.0014,-0.019,0.5665,0.4144,27.6801
prandtl-d-centerline,11,1.1672,0.02101,0.01505,-0.0151,0.0093,1,55.5545
prandtl-d-centerline,13,1.1845,0.03399,0.02864,-0.0013,0.0073,1,34.8485
prandtl-d-centerline,3,0.4871,0.00628,0.00216,-0.034,0.5338,0.9742,77.5637
prandtl-d-centerline,4,0.6722,0.00663,0.00227,-0.0499,0.4816,0.9955,101.388
prandtl-d-centerline,6,0.8865,0.01176,0.00499,-0.0536,0.0094,1,75.3827
prandtl-d-centerline,7,0.9841,0.01268,0.00589,-0.052,0.0093,1,77.6104
prandtl-d-wingtip,-1,-0.1266,0.00504,0.00093,0.003,0.8155,0.5814,-25.119
prandtl-d-centerline,9,1.1516,0.01558,0.00905,-0.0446,0.0094,1,73.9153
prandtl-d-centerline,8,1.0755,0.01384,0.00713,-0.0495,0.0096,1,77.7095
prandtl-d-wingtip,-4,-0.4849,0.00727,0.00224,0.0074,0.981,0.2064,-66.6988
prandtl-d-wingtip,-3,-0.3442,0.00626,0.00166,0.0008,0.963,0.3273,-54.984
prandtl-d-wingtip,-2,-0.2278,0.00543,0.0012,0.0001,0.9151,0.454,-41.9521
prandtl-d-wingtip,-5,-0.6157,0.00841,0.00299,0.012,0.9939,0.1046,-73.2105
prandtl-d-wingtip,0,-0.0239,0.00491,0.00084,0.0054,0.7089,0.7002,-4.86762
prandtl-d-wingtip,1,0.0782,0.00494,0.00089,0.0079,0.5925,0.8201,15.83
prandtl-d-wingtip,10,1.0212,0.02106,0.01644,0.0132,0.0046,1,48.49
prandtl-d-wingtip,13,0.9837,0.04591,0.04313,0.0386,0.0044,1,21.4267
prandtl-d-wingtip,2,0.1861,0.00527,0.00114,0.0093,0.4691,0.9296,35.3131
prandtl-d-wingtip,3,0.3306,0.0062,0.00163,0.0021,0.3306,0.9646,53.3226
prandtl-d-wingtip,4,0.4698,0.00716,0.00217,-0.0042,0.2129,0.9856,65.6145
prandtl-d-wingtip,7,0.8087,0.01098,0.00519,-0.007,0.0167,1,73.6521
prandtl-d-wingtip,6,0.7268,0.0096,0.00393,-0.0124,0.0343,1,75.7083
prandtl-d-wingtip,9,0.9701,0.01581,0.01054,0.004,0.0048,1,61.3599
psu-90-125wl,-1,0.2335,0.00614,0.00118,-0.0766,0.7259,0.4145,38.0293
prandtl-d-wingtip,5,0.6024,0.00828,0.00292,-0.0092,0.1129,0.9958,72.7536
prandtl-d-wingtip,8,0.8918,0.01303,0.00742,-0.0016,0.0059,1,68.4421
psu-90-125wl,-3,0.0178,0.00825,0.00193,-0.0768,0.7643,0.0139,2.15758
psu-90-125wl,1,0.4526,0.00545,0.00138,-0.0761,0.6753,0.7226,83.0459
psu-90-125wl,10,1.2218,0.01958,0.01369,-0.0402,0.0066,1,62.4004
psu-90-125wl,0,0.3395,0.00544,0.00132,-0.0757,0.6999,0.6844,62.4081
psu-90-125wl,3,0.6661,0.00605,0.00169,-0.0742,0.5418,0.8053,110.099
psu-90-125wl,2,0.5624,0.00561,0.00145,-0.0757,0.6265,0.7592,100.25
psu-90-125wl,6,0.9202,0.01197,0.00512,-0.0619,0.011,1,76.8755
psu-90-125wl,8,1.1057,0.01432,0.00765,-0.0566,0.0045,1,77.2137
psu94097,-2,0.2703,0.00708,0.00159,-0.1071,0.7375,0.1068,38.178
psu94097,-1,0.3894,0.00591,0.00134,-0.1097,0.715,0.4764,65.8883
psu-90-125wl,9,1.1759,0.0163,0.00996,-0.0499,0.0049,1,72.1411
psu94097,-3,0.1501,0.00831,0.00259,-0.1051,0.7509,0.0074,18.0626
psu94097,-4,0.0293,0.01175,0.00677,-0.1037,0.7765,0.0059,2.49362
psu94097,0,0.5058,0.0053,0.00144,-0.1109,0.6933,0.777,95.434
psu94097,1,0.6078,0.00499,0.00136,-0.1082,0.6645,1,121.804
psu94097,12,1.5649,0.02856,0.02304,-0.0778,0.0015,1,54.7934
psu94097,13,1.5743,0.03628,0.03132,-0.0702,0.0013,1,43.3931
psu94097,2,0.7256,0.00519,0.00147,-0.1097,0.6404,1,139.807
psu94097,3,0.8409,0.00554,0.00168,-0.1107,0.5977,1,151.787
psu94097,4,0.9523,0.00628,0.00207,-0.1112,0.51,1,151.64
psu94097,5,1.0574,0.00773,0.00294,-0.1109,0.3676,1,136.792
psu94097,6,1.1594,0.00936,0.00405,-0.1102,0.253,1,123.868
psu94097,7,1.2575,0.01115,0.0054,-0.109,0.1564,1,112.78
psu94097,8,1.3501,0.01319,0.00707,-0.1068,0.0861,1,102.358
pt40,-2,0.1272,0.01015,0.00447,-0.0785,0.7299,0.0464,12.532
pt40,0,0.349,0.00923,0.00316,-0.0755,0.6098,0.0565,37.8115
pt40,11,1.4065,0.02003,0.01382,-0.0386,0.0308,1,70.2197
pt40,1,0.4576,0.00893,0.00259,-0.0737,0.5252,0.0629,51.243
pt40,10,1.3426,0.0176,0.01117,-0.0466,0.0307,1,76.2841
pt40,2,0.5619,0.00947,0.00252,-0.0713,0.3763,0.0656,59.3347
pt40,3,0.6645,0.01039,0.00278,-0.0688,0.232,0.0685,63.9557
pt40,5,0.8775,0.00969,0.00382,-0.0656,0.1455,1,90.5573
pt40,8,1.168,0.01404,0.00731,-0.0557,0.0325,1,83.1909
pt40,9,1.2596,0.01566,0.00902,-0.0517,0.031,1,80.4342
pt40,6,0.9814,0.01057,0.0045,-0.0633,0.1162,1,92.8477
r1046,-2,0.4195,0.00981,0.00317,-0.1185,0.5538,0.0931,42.7625
r1046,-5,0.0987,0.01192,0.00531,-0.1197,0.5662,0.0149,8.2802
r1046,-4,0.2037,0.01113,0.00431,-0.1189,0.5598,0.018,18.3019
r1046,0,0.6248,0.00818,0.00313,-0.1171,0.5451,0.6656,76.3814
r1046,1,0.7249,0.00809,0.00366,-0.115,0.5398,0.9048,89.6044
r1046,10,1.6198,0.01127,0.00723,-0.1078,0.4819,1,143.727
r1046,3,1.0378,0.00875,0.00427,-0.136,0.5337,0.9958,118.606
r1046,4,1.159,0.00902,0.00452,-0.1396,0.5296,1,128.492
r1046,2,0.8681,0.00841,0.00399,-0.1223,0.5372,0.9819,103.222
r1046,6,1.3372,0.00999,0.00552,-0.1334,0.5192,1,133.854
r1046,7,1.4199,0.01021,0.00589,-0.1291,0.5147,1,139.07
r1046,8,1.5021,0.01044,0.00621,-0.1247,0.5079,1,143.879
r1080,-2,0.1002,0.00705,0.00261,-0.0577,0.613,0.7233,14.2128
r1080,-1,0.2157,0.00731,0.00281,-0.0587,0.609,0.7524,29.5075
r1046,9,1.5662,0.01078,0.00664,-0.1169,0.4973,1,145.288
r1080,-3,0.0103,0.00827,0.00274,-0.0611,0.6166,0.3931,1.24547
r1080,-4,-0.0734,0.00988,0.00335,-0.065,0.6194,0.1322,-7.42915
r1080,-5,-0.1626,0.0109,0.00392,-0.0682,0.6243,0.0319,-14.9174
r1080,0,0.3311,0.00769,0.00315,-0.0598,0.6054,0.7747,43.0559
r1080,1,0.4466,0.00818,0.00362,-0.0611,0.5997,0.7897,54.5966
r1080,11,1.1181,0.02122,0.01613,-0.0031,0.2108,0.8864,52.6909
r1080,3,0.6755,0.00818,0.00364,-0.0639,0.5886,0.8015,82.5795
r1080,4,0.7886,0.00825,0.00372,-0.0652,0.5788,0.8066,95.5879
r1080,5,0.8979,0.00811,0.0037,-0.0656,0.5682,0.8118,110.715
r1080,6,1.0053,0.00814,0.00381,-0.0658,0.5543,0.8167,123.501
r1080,7,1.1072,0.00815,0.00393,-0.0649,0.5298,0.8217,135.853
r1082t,-1,0.2018,0.0067,0.00211,-0.0605,0.5937,0.7597,30.1194
r1082t,-2,0.0916,0.00664,0.00181,-0.0607,0.599,0.6293,13.7952
r1082t,-4,-0.0866,0.01012,0.00313,-0.0667,0.6154,0.0181,-8.55731
r1082t,-5,-0.1858,0.01095,0.00409,-0.0687,0.6251,0.0151,-16.968
r1082t,0,0.3152,0.00693,0.00232,-0.061,0.5872,0.7845,45.4834
r1082t,1,0.4295,0.00736,0.00268,-0.0619,0.5796,0.8015,58.356
r1082t,10,1.1273,0.01591,0.01029,-0.0167,0.1369,0.8973,70.8548
r1082t,11,1.1552,0.0206,0.015,-0.0103,0.0813,1,56.0777
r1082t,12,1.1806,0.02579,0.02011,-0.0045,0.0533,1,45.7774
r1082t,2,0.5427,0.00741,0.0028,-0.0628,0.574,0.8111,73.2389
r1082t,3,0.6559,0.00754,0.00291,-0.0638,0.5649,0.8178,86.9894
r1082t,4,0.7679,0.00762,0.00305,-0.0647,0.554,0.8234,100.774
r1082t,7,1.0831,0.00807,0.00371,-0.0633,0.4775,0.8418,134.213
r1082t,6,0.9827,0.00783,0.00342,-0.0646,0.5188,0.8356,125.504
r1082t,8,1.1169,0.01014,0.00511,-0.0495,0.3152,0.8532,110.148
r1082t,5,0.8766,0.00772,0.00321,-0.0649,0.5383,0.8291,113.549
r1082,-2,0.1189,0.00686,0.00227,-0.0645,0.5872,0.7197,17.3324
r1082,-1,0.2337,0.00728,0.00259,-0.0654,0.58,0.7539,32.1016
r1082,-5,-0.1425,0.01078,0.00372,-0.0752,0.6061,0.0292,-13.2189
r1082,-4,-0.0547,0.00972,0.0031,-0.0717,0.5982,0.1289,-5.62757
r1082,-3,0.0332,0.00838,0.00254,-0.0684,0.5928,0.341,3.96181
r1082,0,0.3476,0.00756,0.00287,-0.0661,0.5764,0.7758,45.9788
r1082,1,0.4611,0.00784,0.00317,-0.0669,0.5718,0.7918,58.8138
r1082,11,1.1749,0.01884,0.01372,-0.0118,0.2182,0.8789,62.362
r1082,2,0.5753,0.00806,0.00334,-0.0682,0.5661,0.7996,71.3772
r1082,3,0.6887,0.00826,0.00354,-0.0695,0.5586,0.8065,83.3777
r1082,7,1.1114,0.00853,0.00416,-0.0687,0.5113,0.8274,130.293
r1082,6,1.0122,0.00845,0.00394,-0.0701,0.5279,0.8206,119.787
r1082,5,0.909,0.00852,0.00387,-0.0708,0.5397,0.8166,106.69
r1145ms,-2,0.2778,0.00948,0.00302,-0.0984,0.721,0.0103,29.3038
r1145ms,-4,0.043,0.01043,0.00403,-0.0963,0.7484,0.0098,4.12272
r1145ms,-3,0.1604,0.00988,0.00351,-0.0974,0.7392,0.01,16.2348
r1145ms,-5,-0.0734,0.01111,0.00469,-0.0954,0.754,0.0098,-6.60666
r1145ms,0,0.5118,0.00888,0.00245,-0.1004,0.6921,0.0317,57.6351
r1145ms,3,0.8331,0.00707,0.00293,-0.0995,0.5965,0.8148,117.836
r1145ms,4,0.9094,0.00796,0.0038,-0.0926,0.5177,0.9394,114.246
r140sm,-1,-0.0793,0.00548,0.001,-0.0041,0.6999,0.6668,-14.4708
r140sm,-4,-0.3382,0.00892,0.00273,-0.0167,0.8704,0.0144,-37.9148
r140sm,-5,-0.4282,0.01,0.00414,-0.0207,0.9217,0.0052,-42.82
r140sm,1,0.1304,0.00532,0.00102,-0.0029,0.6356,0.7729,24.5113
r140sm,0,0.0255,0.00539,0.00097,-0.0035,0.6682,0.7157,4.73098
r140sm,5,0.5296,0.01053,0.00461,0.002,0.0052,0.9564,50.2944
rae100,-1,-0.1055,0.00543,0.00098,-0.0019,0.7474,0.5422,-19.4291
rae100,-2,-0.2088,0.00558,0.00117,-0.0044,0.8615,0.4348,-37.4194
rae100,-3,-0.3235,0.00615,0.00157,-0.0044,0.9603,0.3158,-52.6016
rae100,-4,-0.4618,0.00721,0.00214,0.0013,0.9874,0.1879,-64.0499
rae100,1,0.1055,0.00543,0.00098,0.0019,0.5423,0.7474,19.4291
rae100,0,0,0.00539,0.00093,-0,0.6441,0.6439,0
rae100,12,1.2133,0.02046,0.01528,0.0201,0.0125,1,59.3011
rae100,11,1.1429,0.01772,0.01234,0.0146,0.0143,1,64.4977
rae100,13,1.2661,0.02354,0.0187,0.0276,0.0113,1,53.785
rae100,2,0.2088,0.00558,0.00117,0.0044,0.4347,0.8617,37.4194
rae100,4,0.4618,0.00721,0.00214,-0.0013,0.1879,0.9874,64.0499
rae100,6,0.7,0.00953,0.00379,-0.0053,0.05,1,73.4523
rae100,3,0.3235,0.00615,0.00157,0.0044,0.3157,0.9603,52.6016
rae100,9,0.9718,0.0139,0.00827,0.0067,0.0198,1,69.9137
rae101,-1,-0.1062,0.00521,0.00091,-0.0014,0.7591,0.5988,-20.3839
rae100,7,0.7915,0.01069,0.00491,-0.0012,0.034,1,74.0412
rae100,8,0.8822,0.01222,0.00646,0.0027,0.025,1,72.1931
rae101,-4,-0.4455,0.00733,0.00217,-0.0004,0.9804,0.1654,-60.7776
rae101,-3,-0.3178,0.00566,0.00141,-0.0047,0.9398,0.4171,-56.1484
rae101,-2,-0.211,0.00532,0.00107,-0.0032,0.8452,0.5116,-39.6617
rae101,-5,-0.5827,0.00899,0.00324,0.0061,0.9951,0.0412,-64.8165
rae101,0,0,0.00513,0.00087,-0,0.6838,0.6838,0
rae101,1,0.1062,0.00521,0.00091,0.0014,0.5988,0.7591,20.3839
rae101,10,1.0311,0.01775,0.01247,0.0114,0.0085,1,58.0901
rae101,11,1.1045,0.02024,0.01517,0.0165,0.0072,1,54.5702
rae101,12,1.1555,0.02388,0.01922,0.0242,0.0065,1,48.3878
rae101,13,1.1657,0.02829,0.02395,0.0358,0.0061,1,41.2054
rae101,15,1.1184,0.0554,0.05229,0.0301,0.0058,1,20.1877
rae101,3,0.3178,0.00566,0.00141,0.0047,0.4171,0.9398,56.1484
rae101,4,0.4455,0.00733,0.00217,0.0004,0.1651,0.9804,60.7776
rae101,5,0.5828,0.00899,0.00324,-0.0061,0.0412,0.9951,64.8276
rae101,6,0.6975,0.01024,0.00445,-0.0075,0.0234,1,68.1152
rae101,7,0.7842,0.01154,0.00579,-0.0029,0.0167,1,67.9549
rae101,8,0.8705,0.01319,0.00751,0.0016,0.0128,1,65.997
rae101,9,0.9535,0.01526,0.00975,0.0063,0.0103,1,62.4836
rae102,-1,-0.1069,0.00513,0.00091,-0.0012,0.7622,0.6371,-20.8382
rae102,-2,-0.2132,0.00519,0.00105,-0.0025,0.8283,0.5688,-41.079
rae102,-3,-0.317,0.00546,0.00135,-0.0044,0.9088,0.4694,-58.0586
rae102,1,0.1069,0.00513,0.00091,0.0012,0.637,0.7622,20.8382
rae102,0,-0,0.00511,0.00088,0,0.7008,0.7008,-0
rae102,-5,-0.559,0.00915,0.00339,0.0018,0.9884,0.0339,-61.0929
rae102,10,1.0204,0.01824,0.01298,0.0116,0.0069,1,55.943
rae102,11,1.0823,0.02156,0.01668,0.0184,0.0062,1,50.1994
rae102,2,0.2132,0.00519,0.00105,0.0025,0.5688,0.8283,41.079
rae102,3,0.3169,0.00546,0.00135,0.0044,0.469,0.9088,58.0403
rae102,14,1.0889,0.04423,0.04111,0.0388,0.0054,1,24.619
rae102,5,0.559,0.00915,0.00339,-0.0019,0.0338,0.9884,61.0929
rae102,6,0.6965,0.01054,0.00476,-0.0084,0.0186,0.999,66.0816
rae102,7,0.785,0.01198,0.00624,-0.0045,0.0135,1,65.5259
rae103,-1,-0.1084,0.00502,0.00096,-0.0007,0.7718,0.6883,-21.5936
rae102,9,0.9444,0.01595,0.01053,0.0063,0.0083,1,59.21
rae102,8,0.866,0.01372,0.0081,0.0009,0.0103,1,63.1195
rae103,-2,-0.2159,0.00509,0.00106,-0.0016,0.813,0.634,-42.4165
rae103,0,-0,0.00501,0.00094,0,0.7324,0.7324,-0
rae103,1,0.1083,0.00502,0.00096,0.0007,0.6883,0.7719,21.5737
rae103,10,1.0062,0.01925,0.01415,0.0125,0.0062,1,52.2701
rae103,13,1.076,0.03456,0.03106,0.0416,0.0051,1,31.1343
rae103,2,0.2158,0.00509,0.00106,0.0016,0.6339,0.813,42.3969
rae103,4,0.4039,0.00769,0.00226,0.0078,0.1189,0.9357,52.5228
rae103,9,0.9391,0.01632,0.01086,0.0057,0.0071,1,57.5429
rae103,8,0.8642,0.01437,0.0088,-0.0003,0.0087,1,60.1392
rae104,-1,-0.1086,0.00489,0.0011,-0.0006,0.8076,0.7504,-22.2086
rae104,-2,-0.2166,0.00493,0.00115,-0.0013,0.8293,0.7021,-43.9351
rae104,1,0.1086,0.00489,0.0011,0.0006,0.7504,0.8076,22.2086
rae104,10,0.992,0.02059,0.01569,0.0137,0.0058,1,48.1787
rae104,0,0,0.00491,0.0011,-0,0.782,0.782,0
rae104,2,0.2166,0.00493,0.00115,0.0013,0.7021,0.8293,43.9351
rae104,4,0.3896,0.00796,0.00231,0.0101,0.1051,0.8899,48.9447
rae2822,-1,0.1141,0.00546,0.00126,-0.0679,0.8444,0.5733,20.8974
rae104,9,0.9384,0.01717,0.01187,0.0044,0.0063,1,54.6535
rae2822,-2,0.0002,0.00543,0.00133,-0.0673,0.8709,0.5613,0.0368324
rae2822,-3,-0.1136,0.00544,0.0014,-0.0668,0.8962,0.5298,-20.8824
rae2822,-4,-0.2275,0.00559,0.0016,-0.0661,0.9197,0.4817,-40.6977
rae2822,1,0.3366,0.00555,0.0012,-0.0676,0.7495,0.6012,60.6486
rae2822,0,0.2266,0.00541,0.0012,-0.0681,0.8099,0.5889,41.8854
rae2822,11,1.2595,0.02436,0.01964,-0.0395,0.0068,1,51.7036
rae2822,10,1.1867,0.02208,0.01693,-0.0448,0.0085,0.8807,53.7455
rae2822,-5,-0.3331,0.0078,0.00264,-0.0652,0.9437,0.1524,-42.7051
rae2822,2,0.4448,0.00585,0.00136,-0.0669,0.6703,0.6174,76.0342
rae2822,4,0.627,0.01006,0.00321,-0.0607,0.0609,0.6527,62.326
rae2822,5,0.7306,0.01123,0.00434,-0.0595,0.0285,0.6753,65.0579
rae2822,6,0.8324,0.01251,0.00579,-0.058,0.0188,0.7003,66.5388
rae2822,7,0.9295,0.0142,0.0077,-0.056,0.0145,0.7293,65.4577
rae2822,8,1.0239,0.01604,0.00984,-0.0534,0.0116,0.7645,63.8342
rae2822,9,1.1003,0.02048,0.01487,-0.0483,0.0097,0.8073,53.7256
rae5212,-1,0.1848,0.00551,0.00138,-0.0718,0.7764,0.5967,33.539
rae5212,-2,0.0748,0.00537,0.00128,-0.0729,0.818,0.55,13.9292
rae5212,-3,-0.0312,0.00596,0.00147,-0.0743,0.8648,0.3505,-5.2349
rae5212,-4,-0.1331,0.00785,0.00239,-0.0752,0.8995,0.0554,-16.9554
rae5212,-5,-0.2449,0.00899,0.00353,-0.0751,0.931,0.0299,-27.2414
rae5212,10,1.2582,0.01623,0.01066,-0.0435,0.0503,1,77.5231
rae5212,1,0.4006,0.00595,0.00142,-0.0692,0.6415,0.6366,67.3277
rae5212,0,0.2933,0.00562,0.00138,-0.0706,0.717,0.6267,52.1886
rae5212,11,1.3372,0.01762,0.01209,-0.0384,0.0454,1,75.891
rae5212,12,1.3882,0.02138,0.0162,-0.0299,0.0388,1,64.9298
rae5212,15,1.5815,0.02765,0.02264,-0.0155,0.0297,1,57.1971
rae5212,3,0.5818,0.00927,0.00259,-0.0614,0.137,0.6601,62.7616
rae5212,5,0.7849,0.01114,0.00424,-0.0574,0.0685,0.6884,70.4578
rae5212,6,0.8841,0.01214,0.00543,-0.0551,0.0649,0.7063,72.8254
rae5212,7,0.9702,0.01427,0.00797,-0.0506,0.059,0.7268,67.9888
rae5212,4,0.6816,0.01034,0.00337,-0.0591,0.0739,0.6779,65.9188
rae5212,2,0.492,0.00742,0.00185,-0.0651,0.3893,0.6439,66.3073
rae5212,8,1.0693,0.01488,0.00869,-0.0486,0.0581,0.7539,71.8616
rae5212,9,1.163,0.01529,0.0094,-0.0457,0.0554,0.8395,76.0628
rae5213,-1,0.1257,0.00513,0.00104,-0.0551,0.7564,0.5743,24.5029
rae5213,-2,0.0189,0.00624,0.00127,-0.0561,0.8265,0.2347,3.02885
rae5213,-5,-0.3117,0.00998,0.00479,-0.0581,0.9673,0.0213,-31.2325
rae5213,-4,-0.1972,0.00832,0.00298,-0.0586,0.9371,0.0267,-23.7019
rae5213,-3,-0.0893,0.00754,0.00197,-0.0569,0.8788,0.0328,-11.8435
rae5213,1,0.3439,0.00613,0.00131,-0.0523,0.5195,0.6539,56.1011
rae5213,0,0.2365,0.00537,0.00117,-0.0539,0.6866,0.6328,44.041
rae5213,10,1.2721,0.01691,0.01114,-0.0383,0.0245,1,75.2277
rae5213,11,1.3538,0.02006,0.01459,-0.0343,0.0231,1,67.4875
rae5213,12,1.4175,0.02479,0.01981,-0.0285,0.0222,1,57.1803
rae5213,14,1.4662,0.03648,0.03252,-0.0118,0.0211,1,40.1919
rae5213,3,0.5513,0.00911,0.00254,-0.0492,0.0956,0.6868,60.5159
rae5213,4,0.6618,0.00964,0.00309,-0.0486,0.0824,0.7003,68.6515
rae5213,5,0.7697,0.01035,0.00381,-0.0477,0.0629,0.7228,74.3671
rae5213,2,0.4414,0.00838,0.002,-0.05,0.1324,0.6742,52.673
rae5213,6,0.8779,0.01103,0.00456,-0.0468,0.0555,0.7401,79.592
rae5213,15,1.4924,0.04227,0.03857,-0.0086,0.0204,1,35.3064
rae5213,9,1.1796,0.01468,0.00875,-0.0411,0.0268,1,80.3542
rae5214,-2,0.0152,0.0061,0.00126,-0.0562,0.846,0.253,2.4918
rae5214,-1,0.1232,0.00499,0.00106,-0.0553,0.796,0.5768,24.6894
rae5214,-3,-0.0915,0.00752,0.002,-0.0573,0.8997,0.0325,-12.1676
rae5214,-4,-0.1996,0.00832,0.00297,-0.059,0.9428,0.0268,-23.9904
rae5214,0,0.2333,0.00522,0.00116,-0.0538,0.715,0.6335,44.6935
rae5214,10,1.269,0.01682,0.01106,-0.0376,0.0245,1,75.4459
rae5214,11,1.3529,0.01988,0.01443,-0.0339,0.0232,1,68.0533
rae5214,12,1.4184,0.02462,0.01969,-0.0282,0.0222,1,57.6117
rae5214,13,1.4285,0.03313,0.02903,-0.0172,0.0215,1,43.118
rae5214,14,1.4581,0.03738,0.03357,-0.0104,0.0212,1,39.0075
rae5214,3,0.5466,0.00895,0.00246,-0.0487,0.1035,0.6871,61.0726
rae5214,15,1.4414,0.04801,0.04474,-0.0071,0.021,1,30.0229
rae5214,2,0.4368,0.00823,0.00197,-0.0495,0.1511,0.6745,53.0741
rae5214,5,0.7652,0.01014,0.00362,-0.0471,0.0692,0.7233,75.4635
rae5214,6,0.8725,0.01094,0.00448,-0.0461,0.0566,0.7414,79.7532
rae5214,9,1.1755,0.01458,0.00867,-0.0403,0.0268,1,80.6241
rae5215,-1,0.1228,0.00526,0.00127,-0.0595,0.8037,0.5753,23.346
rae5214,8,1.075,0.01305,0.00702,-0.0421,0.0299,1,82.3755
rae5215,-3,-0.1067,0.00784,0.00222,-0.058,0.8969,0.0315,-13.6097
rae5215,-5,-0.3289,0.01008,0.00482,-0.0592,0.9715,0.0211,-32.629
rae5215,1,0.3406,0.00787,0.00184,-0.0577,0.2333,0.6551,43.2783
rae5215,10,1.3008,0.01725,0.01144,-0.0489,0.0244,1,75.4087
rae5215,11,1.3864,0.02049,0.01501,-0.0452,0.0231,1,67.6623
rae5215,0,0.2369,0.00546,0.00136,-0.059,0.7282,0.6331,43.3883
rae5215,12,1.4525,0.02562,0.02073,-0.0395,0.0222,1,56.694
rae5215,13,1.475,0.03365,0.02956,-0.0293,0.0215,1,43.8336
rae5215,14,1.5229,0.03597,0.03206,-0.0223,0.021,1,42.3381
rae5215,15,1.5445,0.04174,0.03814,-0.0166,0.0203,1,37.0029
rae5215,2,0.4523,0.00882,0.00231,-0.0576,0.1134,0.6751,51.2812
rae5215,3,0.566,0.0093,0.00276,-0.0575,0.1021,0.6874,60.8602
rae5215,4,0.6777,0.01003,0.00348,-0.0573,0.0841,0.7023,67.5673
rae5215,5,0.7902,0.01035,0.00384,-0.0572,0.0745,0.7241,76.3478
rae5215,6,0.8996,0.0112,0.00465,-0.0566,0.0559,0.7434,80.3214
rae5215,9,1.205,0.01497,0.00898,-0.0512,0.0266,1,80.4943
